E,F,L,A,dL,materials,mat
11.0,27568,2,4557,1.0999261874837911,나무,2
11.0,36486,7,4689,4.951666375850637,나무,2
11.0,31480,2,1997,2.8661173578549644,나무,2
11.0,34506,2,4742,1.323032092327748,나무,2
11.0,7883,2,4382,0.32708186382307786,나무,2
11.0,32541,6,2592,6.8478535353535355,나무,2
11.0,6134,3,3865,0.4328354698341762,나무,2
11.0,39861,8,6696,4.329423264907136,나무,2
11.0,10337,2,6549,0.2869834395258124,나무,2
11.0,17036,5,6285,1.2320821580964778,나무,2
11.0,3121,4,560,2.0266233766233768,나무,2
11.0,13465,2,9738,0.25140499262495564,나무,2
11.0,37522,2,6189,1.1023076132140601,나무,2
11.0,11366,6,7593,0.816493660428864,나무,2
11.0,17925,6,6843,1.4287991710174963,나무,2
11.0,30732,5,356,39.239019407558736,나무,2
11.0,37239,3,8970,1.1322286409242932,나무,2
11.0,17824,9,7653,1.9055628808666834,나무,2
11.0,29826,9,6877,3.548508202572475,나무,2
11.0,33504,5,3462,4.398928627698125,나무,2
11.0,12483,3,8915,0.38187936572681386,나무,2
11.0,32097,7,412,49.5761253309797,나무,2
11.0,26327,9,111,194.05651105651106,나무,2
11.0,16218,5,2368,3.1130988943488944,나무,2
11.0,2520,9,5848,0.3525680885462007,나무,2
11.0,11719,3,6178,0.5173342358515554,나무,2
11.0,22263,6,1493,8.133593131583755,나무,2
11.0,24516,4,9586,0.9299926028488515,나무,2
11.0,7291,8,3762,1.4095017157218115,나무,2
11.0,17079,9,7787,1.794494320370781,나무,2
11.0,38345,7,8946,2.7276283966424812,나무,2
11.0,19379,7,6221,1.9823325685727229,나무,2
11.0,20686,9,8356,2.025479785891466,나무,2
11.0,3792,2,4001,0.17232055622458023,나무,2
11.0,32923,5,4835,3.095139607032058,나무,2
11.0,6833,6,3004,1.2407093572206755,나무,2
11.0,2234,3,1939,0.31422007595292795,나무,2
11.0,7171,9,6697,0.8760910584115004,나무,2
11.0,31239,1,9430,0.3011568495131592,나무,2
11.0,29915,6,5558,2.9358173312833262,나무,2
11.0,26708,8,7978,2.4346954123840563,나무,2
11.0,21575,8,6949,2.2580096547573882,나무,2
11.0,38416,6,866,24.196514801595633,나무,2
11.0,13925,6,9998,0.7596973940242594,나무,2
11.0,36403,4,5151,2.569880517463511,나무,2
11.0,29266,5,4469,2.976667548160052,나무,2
11.0,36456,9,6939,4.29854969932791,나무,2
11.0,4831,3,5889,0.22372991247163432,나무,2
11.0,31588,1,999,2.8745108745108747,나무,2
11.0,12107,8,5302,1.6607112238949282,나무,2
11.0,28318,2,4778,1.0775904714791278,나무,2
11.0,20081,9,961,17.096679595118722,나무,2
11.0,16935,3,4573,1.0099795240840506,나무,2
11.0,5060,6,9128,0.3023663453111306,나무,2
11.0,13825,1,8805,0.14273914614630118,나무,2
11.0,31134,9,8739,2.9148956090253724,나무,2
11.0,32475,6,969,18.28032648466085,나무,2
11.0,26219,3,6775,1.0554444817175443,나무,2
11.0,20044,7,775,16.45841642228739,나무,2
11.0,16494,1,959,1.5635605270641768,나무,2
11.0,8054,1,8915,0.08212920002039463,나무,2
11.0,1315,5,6501,0.0919438967431584,나무,2
11.0,6157,4,9209,0.24312184720480953,나무,2
11.0,13621,9,3984,2.797302847754655,나무,2
11.0,28036,2,8026,0.6351176857032825,나무,2
11.0,544,1,7127,0.006939041034733472,나무,2
11.0,13095,6,9530,0.7494991891634074,나무,2
11.0,9138,8,7966,0.8342729326912104,나무,2
11.0,33874,6,292,63.27646326276463,나무,2
11.0,32740,7,2080,10.016608391608392,나무,2
11.0,20925,2,4680,0.8129370629370629,나무,2
11.0,27395,1,8611,0.2892178080890193,나무,2
11.0,12470,6,7053,0.9643865279764897,나무,2
11.0,24789,3,7220,0.9363762276504659,나무,2
11.0,6590,5,1599,1.8733299221104098,나무,2
11.0,25228,3,3682,1.8686484618043553,나무,2
11.0,15118,1,5763,0.238480589339517,나무,2
11.0,15410,9,2192,5.751907763769077,나무,2
11.0,8385,7,9812,0.5438146240225327,나무,2
11.0,27896,9,624,36.57692307692308,나무,2
11.0,27610,4,6960,1.4425287356321839,나무,2
11.0,28570,8,5634,3.687998192790525,나무,2
11.0,14448,5,4043,1.6243563510444539,나무,2
11.0,33531,2,4643,1.3130616960037593,나무,2
11.0,606,2,2044,0.053904999110478566,나무,2
11.0,7983,1,6405,0.11330636576538215,나무,2
11.0,23711,6,870,14.865830721003135,나무,2
11.0,36377,1,2790,1.185304659498208,나무,2
11.0,31080,9,3559,7.145010089657463,나무,2
11.0,7435,1,1374,0.4919280137620749,나무,2
11.0,5749,1,5592,0.09346143841851996,나무,2
11.0,29583,5,6194,2.1709425543781373,나무,2
11.0,16548,6,9723,0.9283330060867858,나무,2
11.0,11059,9,7208,1.255309756835839,나무,2
11.0,33971,4,2524,4.894251548768189,나무,2
11.0,8939,8,9747,0.6669837805571878,나무,2
11.0,19637,6,6553,1.6345324140227238,나무,2
11.0,24115,9,2426,8.132916135801544,나무,2
11.0,20992,1,5283,0.3612272641233459,나무,2
11.0,6187,3,4159,0.4057137860936851,나무,2
11.0,176,9,3955,0.03640960809102402,나무,2
11.0,37006,7,2684,8.773946619699228,나무,2
11.0,38070,7,3811,6.356957133656163,나무,2
11.0,13879,1,7471,0.16888331852861366,나무,2
11.0,29809,5,6106,2.219054283417205,나무,2
11.0,7019,1,6423,0.09934468458522638,나무,2
11.0,24033,4,116,75.3385579937304,나무,2
11.0,33945,8,367,67.26777309883578,나무,2
11.0,26525,5,7848,1.53629181725512,나무,2
11.0,20911,7,6211,2.142489132184833,나무,2
11.0,3212,1,7679,0.03802578460737075,나무,2
11.0,36646,3,7183,1.3913912900408794,나무,2
11.0,17205,8,3509,3.5658954895204538,나무,2
11.0,20987,8,8207,1.8597870997042436,나무,2
11.0,16906,4,6738,0.9123829569065545,나무,2
11.0,11023,9,8664,1.0409531604129942,나무,2
11.0,9633,5,7472,0.5860059373175005,나무,2
11.0,4069,7,9813,0.2638707465977414,나무,2
11.0,29107,3,1405,5.650016175994824,나무,2
11.0,9295,6,261,19.42528735632184,나무,2
11.0,31410,1,8424,0.338966588966589,나무,2
11.0,20069,1,8639,0.2111881636132128,나무,2
11.0,31728,6,960,18.027272727272727,나무,2
11.0,38034,6,452,45.89782783588093,나무,2
11.0,35221,4,9458,1.3541590572675368,나무,2
11.0,21423,6,2584,4.522164368139601,나무,2
11.0,31537,5,5723,2.5048051721125284,나무,2
11.0,38983,9,7902,4.0363429281424725,나무,2
11.0,30920,5,4705,2.987150999903391,나무,2
11.0,18892,3,1001,5.1472164199436925,나무,2
11.0,7794,5,3639,0.9735441804691599,나무,2
11.0,8671,2,5619,0.2805740264362795,나무,2
11.0,39485,1,7811,0.4595500517917622,나무,2
11.0,20548,5,4885,1.9119754350051177,나무,2
11.0,10045,9,5535,1.4848484848484849,나무,2
11.0,18872,1,3028,0.5665906088627357,나무,2
11.0,5268,1,4372,0.10954004824087166,나무,2
11.0,17014,2,257,12.036788114609127,나무,2
11.0,28482,1,3406,0.7602092563924625,나무,2
11.0,37438,2,2118,3.2138380976907888,나무,2
11.0,22397,7,9943,1.4334342113684364,나무,2
11.0,30564,9,1024,24.42080965909091,나무,2
11.0,1587,8,8823,0.1308151216345708,나무,2
11.0,31276,4,580,19.608777429467086,나무,2
11.0,31433,1,6041,0.47302523664053214,나무,2
11.0,30368,5,7561,1.8256363395895203,나무,2
11.0,13645,7,1356,6.403526414588361,나무,2
11.0,86,3,1445,0.016231519345706196,나무,2
11.0,15973,9,906,14.424744130042143,나무,2
11.0,9362,4,8857,0.38436983587711826,나무,2
11.0,33662,8,8110,3.0186750364308934,나무,2
11.0,32415,6,6390,2.76696542893726,나무,2
11.0,10828,4,1277,3.0833629956574358,나무,2
11.0,15399,4,4868,1.150295062373945,나무,2
11.0,39059,5,5860,3.029708346261247,나무,2
11.0,35036,7,6823,3.2677174796477155,나무,2
11.0,18275,7,8647,1.3449225690465427,나무,2
11.0,20219,1,8485,0.2166282744950983,나무,2
11.0,18916,5,2254,3.8146325723965475,나무,2
11.0,21612,2,7453,0.5272312552602368,나무,2
11.0,20624,2,3274,1.1453323707447103,나무,2
11.0,22295,7,2724,5.208416766786811,나무,2
11.0,300,8,8020,0.02720471548401723,나무,2
11.0,9467,1,5081,0.16938326385285646,나무,2
11.0,32260,2,1171,5.00892787827032,나무,2
11.0,4010,8,8816,0.3308034977726448,나무,2
11.0,4754,3,8944,0.14496259554399088,나무,2
11.0,18850,2,3448,0.9939886099978907,나무,2
11.0,19271,7,8513,1.4405454759031642,나무,2
11.0,19444,6,9216,1.1508049242424243,나무,2
11.0,19843,7,9973,1.2661549820880011,나무,2
11.0,5308,3,3884,0.3727179103080236,나무,2
11.0,11393,8,5906,1.4029492349844535,나무,2
11.0,13161,2,6141,0.3896611449127326,나무,2
11.0,4035,8,7550,0.3886815171583384,나무,2
11.0,11200,1,9025,0.11281792999244523,나무,2
11.0,9148,4,6167,0.5394106461075814,나무,2
11.0,20753,3,8727,0.6485515172349136,나무,2
11.0,25711,7,1692,9.669944122071781,나무,2
11.0,4544,9,5480,0.6784339747843398,나무,2
11.0,10645,3,5884,0.4934027563191397,나무,2
11.0,23937,2,713,6.1040418207318625,나무,2
11.0,30886,6,6486,2.5974266251787066,나무,2
11.0,4001,1,4848,0.07502625262526252,나무,2
11.0,1837,9,255,5.894117647058824,나무,2
11.0,18938,6,7601,1.3590077860568586,나무,2
11.0,1032,2,41,4.576496674057649,나무,2
11.0,20552,2,4946,0.7555049075469618,나무,2
11.0,34419,3,8082,1.1614699331848553,나무,2
11.0,22132,3,2481,2.4328899637243047,나무,2
11.0,10192,8,2851,2.5999170944804058,나무,2
11.0,11461,8,4060,2.053022839229736,나무,2
11.0,15966,1,1392,1.0427115987460815,나무,2
11.0,6469,2,1755,0.6701890701890701,나무,2
11.0,37192,5,8319,2.0321498431848233,나무,2
11.0,865,8,5706,0.11025077271134054,나무,2
11.0,5403,8,9056,0.43390619980725986,나무,2
11.0,39983,5,3009,6.039910571316354,나무,2
11.0,7208,1,2452,0.26724010084532107,나무,2
11.0,32457,1,533,5.535903121268975,나무,2
11.0,26696,1,3380,0.7180204410973642,나무,2
11.0,18622,4,8940,0.7574537319503762,나무,2
11.0,27852,7,9810,1.8067278287461774,나무,2
11.0,5830,3,7586,0.2095966253625099,나무,2
11.0,31495,7,1600,12.526420454545455,나무,2
11.0,35720,7,3287,6.915396741986338,나무,2
11.0,22858,6,9261,1.3462908973113055,나무,2
11.0,13792,7,3658,2.3993240220686913,나무,2
11.0,36625,5,4598,3.62064533987109,나무,2
11.0,8238,2,9292,0.16119438030759597,나무,2
11.0,35768,8,9573,2.717339487004169,나무,2
11.0,26921,9,471,46.76491024898668,나무,2
11.0,17385,9,7346,1.936304234834047,나무,2
11.0,32936,5,889,16.840167706309437,나무,2
11.0,4570,6,1601,1.5569814320595083,나무,2
11.0,26034,7,2435,6.803733432891544,나무,2
11.0,23051,3,874,7.192947784480965,나무,2
11.0,33202,6,7444,2.432856235650432,나무,2
11.0,8920,5,4228,0.9589748000344027,나무,2
11.0,25336,6,8771,1.5756055596438676,나무,2
11.0,13607,3,5862,0.6330603889457523,나무,2
11.0,706,8,6887,0.07455416661166625,나무,2
11.0,28114,5,5925,2.1568085922516302,나무,2
11.0,14579,2,9436,0.2809164129638907,나무,2
11.0,23787,4,2944,2.938117588932806,나무,2
11.0,4987,8,8473,0.428054890936987,나무,2
11.0,33635,8,2440,10.025335320417287,나무,2
11.0,19596,4,7897,0.9023449641405827,나무,2
11.0,16615,4,7171,0.8425349577211242,나무,2
11.0,16385,9,9259,1.4478787224224097,나무,2
11.0,30687,2,139,40.139960758665794,나무,2
11.0,2304,9,5026,0.37506782910682634,나무,2
11.0,17247,8,3288,3.81486396814864,나무,2
11.0,38865,2,5848,1.208338515110061,나무,2
11.0,25342,8,1120,16.455844155844154,나무,2
11.0,21146,9,9431,1.8345109455278048,나무,2
11.0,22482,2,353,11.579706412567603,나무,2
11.0,2485,8,4992,0.36203379953379955,나무,2
11.0,23586,3,3047,2.1111077960437985,나무,2
11.0,9132,2,8155,0.20360069115433924,나무,2
11.0,31739,2,3199,1.8039159964761715,나무,2
11.0,7388,6,8578,0.469785285826321,나무,2
11.0,25236,7,4803,3.343592073136108,나무,2
11.0,35548,1,1339,2.4134700251205103,나무,2
11.0,32665,5,4296,3.456174877264263,나무,2
11.0,37822,8,1054,26.0976367086424,나무,2
11.0,16660,1,3996,0.379015379015379,나무,2
11.0,18843,9,2827,5.45348425893173,나무,2
11.0,7951,3,6053,0.35824459696919636,나무,2
11.0,33435,9,7303,3.7458454184457195,나무,2
11.0,35086,6,1182,16.191047531149053,나무,2
11.0,37855,3,4305,2.398162812796959,나무,2
11.0,37333,1,2144,1.5829799864314789,나무,2
11.0,16879,7,1646,6.525626864022976,나무,2
11.0,33024,7,456,46.08612440191388,나무,2
11.0,15027,5,8267,0.8262313469764783,나무,2
11.0,29048,6,6020,2.6319540924192086,나무,2
11.0,24495,3,3174,2.1047430830039526,나무,2
11.0,30774,2,5816,0.9620482681005377,나무,2
11.0,11275,6,2724,2.2577092511013217,나무,2
11.0,16507,2,4398,0.6824176278473686,나무,2
11.0,26689,1,739,3.283183663427236,나무,2
11.0,5377,4,5312,0.36808598028477546,나무,2
11.0,13609,1,8365,0.14789979894582406,나무,2
11.0,29549,5,286,46.96280991735537,나무,2
11.0,24508,6,7793,1.7153856024637495,나무,2
11.0,27663,9,2702,8.37652244128928,나무,2
11.0,39841,1,5816,0.622749155933475,나무,2
11.0,3251,2,4144,0.14263776763776764,나무,2
11.0,548,3,4700,0.03179883945841393,나무,2
11.0,12728,3,1943,1.7865531277780378,나무,2
11.0,25631,8,1498,12.443743172715136,나무,2
11.0,11151,6,1099,5.534452808338159,나무,2
11.0,39027,9,2036,15.683291659224862,나무,2
11.0,27437,5,9240,1.3497146792601338,나무,2
11.0,22574,5,3179,3.227715977008207,나무,2
11.0,36984,4,4884,2.753629662720572,나무,2
11.0,22947,3,7696,0.8131851256851257,나무,2
11.0,19224,9,7700,2.0426918536009446,나무,2
11.0,4902,5,8734,0.25511584820034555,나무,2
11.0,6146,5,6907,0.40446450899614356,나무,2
11.0,17469,8,3862,3.289675627324514,나무,2
11.0,26346,7,395,42.44464902186421,나무,2
11.0,11025,1,2669,0.37552368949896114,나무,2
11.0,13232,5,615,9.779748706577974,나무,2
11.0,9964,4,5320,0.6810663021189337,나무,2
11.0,31360,2,4977,1.1456335506968418,나무,2
11.0,17516,6,5077,1.8818557845542285,나무,2
11.0,11418,5,3905,1.3290653008962867,나무,2
11.0,10165,5,9391,0.49200878984714574,나무,2
11.0,7838,2,8776,0.16238501698848098,나무,2
11.0,4156,2,2816,0.26833677685950413,나무,2
11.0,7736,3,4439,0.4752913227794958,나무,2
11.0,33389,9,840,32.52175324675325,나무,2
11.0,10788,5,3440,1.425475687103594,나무,2
11.0,32376,5,2792,5.270903881219067,나무,2
11.0,30303,8,6997,3.1497135135837437,나무,2
11.0,6855,4,8853,0.2815686516127045,나무,2
11.0,19967,5,898,10.106802996558008,나무,2
11.0,7902,1,8455,0.08496317402290199,나무,2
11.0,19597,2,2658,1.340515767152336,나무,2
11.0,25251,8,6765,2.7146139891150978,나무,2
11.0,7775,2,3646,0.387722535281504,나무,2
11.0,7404,4,2586,1.0411305631723264,나무,2
11.0,400,2,6341,0.011469369614772547,나무,2
11.0,282,6,7574,0.020308711621096095,나무,2
11.0,5845,9,4614,1.0364700319186666,나무,2
11.0,27637,8,1356,14.82274068114776,나무,2
11.0,527,9,8385,0.05142299560904212,나무,2
11.0,2,6,4124,0.00026452693765981834,나무,2
11.0,22817,8,4332,3.830605221186939,나무,2
11.0,5889,1,5215,0.10265841541009327,나무,2
11.0,26166,1,436,5.4557964970809,나무,2
11.0,10361,2,3311,0.5689574695917191,나무,2
11.0,18441,9,4132,3.6515224852591746,나무,2
11.0,34747,8,7094,3.5622420995976114,나무,2
11.0,8388,5,7917,0.4815873781391023,나무,2
11.0,32173,4,7863,1.4878891933451261,나무,2
11.0,39821,7,8461,2.9949930698069216,나무,2
11.0,22583,7,6198,2.31865117779929,나무,2
11.0,3602,9,5432,0.5425425090373543,나무,2
11.0,16884,8,8552,1.4358363806446126,나무,2
11.0,29401,5,9893,1.350863328524301,나무,2
11.0,28704,4,9362,1.1149132858169388,나무,2
11.0,22286,1,8038,0.25205274944015926,나무,2
11.0,24678,6,5066,2.6570721027886446,나무,2
11.0,33895,5,3209,4.801127510694354,나무,2
11.0,7491,9,4562,1.343489697501096,나무,2
11.0,25462,5,5482,2.1112069251434447,나무,2
11.0,12158,5,3454,1.5999894720218981,나무,2
11.0,16416,2,4418,0.6755833573398082,나무,2
11.0,25746,9,5085,4.142558326629123,나무,2
11.0,10515,2,8118,0.23550359470536855,나무,2
11.0,16351,7,1215,8.563935652824542,나무,2
11.0,15588,9,6858,1.8596993557623478,나무,2
11.0,15343,2,4565,0.6110923030966843,나무,2
11.0,30344,6,5359,3.0885002290115184,나무,2
11.0,32977,8,7032,3.4105905471093183,나무,2
11.0,28806,8,4231,4.9515051245138695,나무,2
11.0,25314,9,7879,2.628690766017838,나무,2
11.0,2478,1,2476,0.09098252313114995,나무,2
11.0,38558,3,3508,2.9976676687052968,나무,2
11.0,35046,7,6314,3.532150776053215,나무,2
11.0,3023,1,7369,0.03729382301780185,나무,2
11.0,37657,8,7260,3.7723015276734286,나무,2
11.0,35492,6,406,47.68293775190327,나무,2
11.0,26194,6,1414,10.104410441044104,나무,2
11.0,26415,9,7370,2.932465770321944,나무,2
11.0,31188,5,8214,1.725878212364699,나무,2
11.0,12706,3,4276,0.810400544263968,나무,2
11.0,34686,3,6631,1.4266050643670911,나무,2
11.0,19947,8,4158,3.4889151252787616,나무,2
11.0,13622,5,5203,1.1900476997536387,나무,2
11.0,39675,1,3934,0.9168322780422424,나무,2
11.0,33637,1,8059,0.3794402644135862,나무,2
11.0,9601,4,9371,0.3725613837661645,나무,2
11.0,10094,4,9912,0.37031330251669237,나무,2
11.0,38862,5,6606,2.6740153579390635,나무,2
11.0,31884,5,1212,11.957695769576958,나무,2
11.0,7192,7,5074,0.9019959150034041,나무,2
11.0,10931,6,7841,0.7604085749730438,나무,2
11.0,13105,9,872,12.296184320266889,나무,2
11.0,19590,4,4321,1.648608276703625,나무,2
11.0,10871,8,4244,1.8629080627195613,나무,2
11.0,20758,4,6236,1.2104495888973117,나무,2
11.0,39448,5,1004,17.859471206084752,나무,2
11.0,15913,1,1139,1.2700933833506265,나무,2
11.0,3766,4,273,5.016317016317016,나무,2
11.0,32105,2,2137,2.7315267792572424,나무,2
11.0,27323,3,2610,2.855067920585162,나무,2
11.0,37846,7,5090,4.731594927665655,나무,2
11.0,32356,8,3027,7.773913565786708,나무,2
11.0,3426,1,9189,0.03389428071112694,나무,2
11.0,24021,6,5751,2.2782757148954333,나무,2
11.0,33406,5,3200,4.7451704545454545,나무,2
11.0,33021,4,7606,1.5787058064207682,나무,2
11.0,25149,8,2514,7.275330874376221,나무,2
11.0,19008,8,8053,1.7166273438470134,나무,2
11.0,33625,3,932,9.839543503706594,나무,2
11.0,18736,7,3570,3.3397504456327987,나무,2
11.0,22854,2,2024,2.05300035932447,나무,2
11.0,30686,5,2436,5.72585460516495,나무,2
11.0,2990,3,8359,0.09755407889155945,나무,2
11.0,39765,3,4309,2.516825249477837,나무,2
11.0,10720,7,1345,5.071983778303481,나무,2
11.0,18280,4,1965,3.3828359935230163,나무,2
11.0,39064,1,983,3.612688430592805,나무,2
11.0,37579,6,9501,2.157418836294744,나무,2
11.0,23187,8,5912,2.8523803665887564,나무,2
11.0,35053,2,5963,1.0688030734986964,나무,2
11.0,34504,4,4105,3.056494297419998,나무,2
11.0,22515,4,6906,1.185530368849222,나무,2
11.0,26379,6,2932,4.9074165943197325,나무,2
11.0,4195,3,3427,0.3338461946573998,나무,2
11.0,34386,8,234,106.87179487179488,나무,2
11.0,21852,3,969,6.150295524908528,나무,2
11.0,11545,6,1315,4.788800553059108,나무,2
11.0,8884,7,8259,0.6845204680293674,나무,2
11.0,21087,2,335,11.444776119402984,나무,2
11.0,147,4,5791,0.009230624323009059,나무,2
11.0,6448,6,1031,3.4113393880610174,나무,2
11.0,33768,4,3572,3.437646340221928,나무,2
11.0,25864,7,7819,2.1049890127777324,나무,2
11.0,31984,7,4952,4.110148333088559,나무,2
11.0,589,7,9107,0.041157151841241,나무,2
11.0,35535,7,5309,4.259405126800116,나무,2
11.0,32157,1,8937,0.32710793737984073,나무,2
11.0,35794,7,9580,2.377661795407098,나무,2
11.0,30813,2,4485,1.2491334752204317,나무,2
11.0,30630,8,4078,5.462570778902314,나무,2
11.0,3338,5,989,1.5341483592241933,나무,2
11.0,36547,8,6076,4.3745286971093424,나무,2
11.0,38137,7,5203,4.664424370555449,나무,2
11.0,38167,5,3975,4.364436821040595,나무,2
11.0,37773,3,1990,5.1767473732297855,나무,2
11.0,29815,3,4013,2.026255578460911,나무,2
11.0,39436,4,7317,1.9598692956626536,나무,2
11.0,39169,3,1654,6.458557766296582,나무,2
11.0,29325,6,2759,5.797555108899799,나무,2
11.0,10010,2,6975,0.26093189964157704,나무,2
11.0,4764,6,128,20.301136363636363,나무,2
11.0,2578,5,5113,0.22918407624059883,나무,2
11.0,33725,4,8924,1.3742308789372886,나무,2
11.0,11469,3,4756,0.6576764278614573,나무,2
11.0,28530,9,3096,7.539640591966173,나무,2
11.0,20298,4,5158,1.430998625259967,나무,2
11.0,5666,8,8275,0.4979730843174952,나무,2
11.0,14532,1,2604,0.5073313782991202,나무,2
11.0,24935,5,1275,8.889483065953653,나무,2
11.0,5128,5,4075,0.5720022308979364,나무,2
11.0,10943,6,3135,1.9039582427142236,나무,2
11.0,16636,9,1519,8.96067987312227,나무,2
11.0,3888,6,1041,2.037201991092481,나무,2
11.0,11033,5,5941,0.8441339841777479,나무,2
11.0,3616,8,8895,0.2956512851959732,나무,2
11.0,34056,4,1199,10.32860717264387,나무,2
11.0,2849,7,2890,0.6273356401384083,나무,2
11.0,9922,3,745,3.632214765100671,나무,2
11.0,16631,7,8591,1.23191288981069,나무,2
11.0,23843,3,496,13.11015395894428,나무,2
11.0,6118,9,5743,0.8716065407689995,나무,2
11.0,7454,1,9837,0.06888648608685205,나무,2
11.0,29061,1,1917,1.3781476739223217,나무,2
11.0,11345,2,2166,0.9523209938722405,나무,2
11.0,8009,9,204,32.1216577540107,나무,2
11.0,17895,1,2039,0.7978509964777744,나무,2
11.0,14081,8,7563,1.3540562306924862,나무,2
11.0,27517,2,8605,0.5814167238920289,나무,2
11.0,26070,3,6783,1.0482087571870853,나무,2
11.0,15640,8,1320,8.617079889807162,나무,2
11.0,38033,8,8360,3.308655937364071,나무,2
11.0,36753,1,9543,0.3501186019262096,나무,2
11.0,36240,1,2450,1.3447124304267162,나무,2
11.0,18783,8,2155,6.33891584053997,나무,2
11.0,1693,2,9026,0.03410349898273674,나무,2
11.0,15743,6,8992,0.9549700744095762,나무,2
11.0,3683,7,2959,0.7920673446188823,나무,2
11.0,35037,7,8880,2.5108415233415236,나무,2
11.0,35059,1,3151,1.011482646201783,나무,2
11.0,21037,6,4792,2.3945591136743056,나무,2
11.0,14161,6,1894,4.078237496400115,나무,2
11.0,13270,9,6138,1.7688616368968275,나무,2
11.0,15737,3,7692,0.5579705006382073,나무,2
11.0,8609,7,8362,0.6551607923289339,나무,2
11.0,30659,7,578,33.754797106008176,나무,2
11.0,15065,2,8926,0.30686655938728535,나무,2
11.0,27501,1,9907,0.25235600172513467,나무,2
11.0,2013,8,9321,0.1570646926295462,나무,2
11.0,8427,3,3767,0.6101069092839733,나무,2
11.0,9316,9,3471,2.195961342028758,나무,2
11.0,19214,8,915,15.271932439145553,나무,2
11.0,19237,2,2026,1.7263753028807323,나무,2
11.0,26387,2,41,117.01552106430155,나무,2
11.0,5901,2,3160,0.3395281933256617,나무,2
11.0,24662,4,5014,1.7885919425608297,나무,2
11.0,27311,9,3383,6.605191734071426,나무,2
11.0,24379,9,9933,2.0080997226874606,나무,2
11.0,18041,8,8352,1.5709683037269244,나무,2
11.0,36393,5,7216,2.292443559766176,나무,2
11.0,426,6,1516,0.1532741664667786,나무,2
11.0,999,9,279,2.929618768328446,나무,2
11.0,33493,6,7095,2.5748990966749954,나무,2
11.0,17759,2,8379,0.3853573327257538,나무,2
11.0,33056,5,3097,4.851615933307893,나무,2
11.0,4953,7,8095,0.3893649278454714,나무,2
11.0,2396,2,6906,0.0630808519600874,나무,2
11.0,10814,6,3839,1.536479670368704,나무,2
11.0,16031,1,6956,0.20951173610748078,나무,2
11.0,8543,7,8693,0.6253830145467095,나무,2
11.0,7637,3,3381,0.6160361377752682,나무,2
11.0,22694,4,3117,2.6475340508064282,나무,2
11.0,36256,6,7455,2.6527162977867205,나무,2
11.0,1401,5,8876,0.071746077266582,나무,2
11.0,37648,5,921,18.58059421577337,나무,2
11.0,3252,2,1699,0.348012199689657,나무,2
11.0,5977,8,7670,0.5667417328434278,나무,2
11.0,12848,2,5896,0.39620081411126185,나무,2
11.0,24272,1,4113,0.536480781557368,나무,2
11.0,24521,4,8025,1.111118663268196,나무,2
11.0,972,6,8210,0.064577566161001,나무,2
11.0,33857,2,3109,1.9799994151875786,나무,2
11.0,25123,4,6829,1.3377707370971392,나무,2
11.0,6314,6,2424,1.4207920792079207,나무,2
11.0,32978,6,3449,5.215424760800232,나무,2
11.0,16437,4,7894,0.7571688509109336,나무,2
11.0,11444,7,6208,1.1730904404873477,나무,2
11.0,4285,9,8766,0.3999439985066268,나무,2
11.0,32800,3,5723,1.5630708623894016,나무,2
11.0,2585,2,4715,0.09968186638388123,나무,2
11.0,8266,1,4160,0.18063811188811188,나무,2
11.0,3126,4,4496,0.2528307990941443,나무,2
11.0,23858,6,9678,1.3446429577861692,나무,2
11.0,33574,9,5552,4.947701074141996,나무,2
11.0,10798,4,2669,1.471167274089717,나무,2
11.0,16415,1,3309,0.4509739278551609,나무,2
11.0,22337,6,2592,4.700547138047138,나무,2
11.0,32891,7,8655,2.4183288692820755,나무,2
11.0,26824,7,3009,5.672920632043264,나무,2
11.0,14976,6,7218,1.1317161641351168,나무,2
11.0,13686,9,5233,2.1398120320344667,나무,2
11.0,32964,6,1919,9.36965275474916,나무,2
11.0,20167,7,5891,2.178500331785003,나무,2
11.0,21633,3,9323,0.632833754253898,나무,2
11.0,2981,4,1409,0.7693399574166075,나무,2
11.0,1401,6,7403,0.10322596490366313,나무,2
11.0,39855,8,8529,3.3984587343715025,나무,2
11.0,11240,8,2699,3.028731179898279,나무,2
11.0,32550,5,5636,2.625169365765533,나무,2
11.0,13025,1,1203,0.9842817199425679,나무,2
11.0,21878,9,2047,8.744592974197273,나무,2
11.0,38733,9,4520,7.01120273531778,나무,2
11.0,29260,3,3122,2.5560538116591927,나무,2
11.0,20790,4,9652,0.7832573559883962,나무,2
11.0,33312,3,1500,6.056727272727272,나무,2
11.0,24739,6,5881,2.294507736779459,나무,2
11.0,11775,1,7367,0.14530399693966953,나무,2
11.0,21640,7,2572,5.35416372119327,나무,2
11.0,16110,9,4347,3.0321852060982497,나무,2
11.0,5300,2,905,1.064791562029131,나무,2
11.0,7266,7,7218,0.6405954809944835,나무,2
11.0,33541,9,7856,3.4932072764302906,나무,2
11.0,33338,4,4092,2.9625877543766106,나무,2
11.0,25218,6,9166,1.5006843472913733,나무,2
11.0,24621,3,1472,4.561697134387352,나무,2
11.0,33455,4,8852,1.3743170521299757,나무,2
11.0,32504,7,3131,6.606312244127639,나무,2
11.0,21922,8,6204,2.5698376414043724,나무,2
11.0,2552,4,8035,0.11549471064094587,나무,2
